"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"26/07/2020 05:00 - 26/07/2020 05:15","BZN|NL","9828.46","11015.63"
"26/07/2020 05:15 - 26/07/2020 05:30","BZN|NL","9794.01","10975.08"
"26/07/2020 05:30 - 26/07/2020 05:45","BZN|NL","9764.97","10871.14"
"26/07/2020 05:45 - 26/07/2020 06:00","BZN|NL","9591.98","10791.90"
"26/07/2020 06:00 - 26/07/2020 06:15","BZN|NL","9573.34","10721.98"
"26/07/2020 06:15 - 26/07/2020 06:30","BZN|NL","9578.58","10652.78"
"26/07/2020 06:30 - 26/07/2020 06:45","BZN|NL","9508.68","10586.88"
"26/07/2020 06:45 - 26/07/2020 07:00","BZN|NL","9463.98","10488.82"
"26/07/2020 07:00 - 26/07/2020 07:15","BZN|NL","9373.54","10363.91"
"26/07/2020 07:15 - 26/07/2020 07:30","BZN|NL","9311.50","10245.22"
"26/07/2020 07:30 - 26/07/2020 07:45","BZN|NL","9184.12","10155.54"
"26/07/2020 07:45 - 26/07/2020 08:00","BZN|NL","9134.30","10029.20"
"26/07/2020 08:00 - 26/07/2020 08:15","BZN|NL","9150.79","9898.35"
"26/07/2020 08:15 - 26/07/2020 08:30","BZN|NL","9146.17","9815.14"
"26/07/2020 08:30 - 26/07/2020 08:45","BZN|NL","9142.07","9767.75"
"26/07/2020 08:45 - 26/07/2020 09:00","BZN|NL","9145.57","9740.26"
"26/07/2020 09:00 - 26/07/2020 09:15","BZN|NL","9165.52","9719.38"
"26/07/2020 09:15 - 26/07/2020 09:30","BZN|NL","9133.19","9682.46"
"26/07/2020 09:30 - 26/07/2020 09:45","BZN|NL","9139.08","9639.73"
"26/07/2020 09:45 - 26/07/2020 10:00","BZN|NL","9131.97","9578.89"
"26/07/2020 10:00 - 26/07/2020 10:15","BZN|NL","9109.73","9502.03"
"26/07/2020 10:15 - 26/07/2020 10:30","BZN|NL","9055.19","9379.10"
"26/07/2020 10:30 - 26/07/2020 10:45","BZN|NL","8969.88","9253.81"
"26/07/2020 10:45 - 26/07/2020 11:00","BZN|NL","8991.61","9162.86"
"26/07/2020 11:00 - 26/07/2020 11:15","BZN|NL","8983.22","9074.46"
"26/07/2020 11:15 - 26/07/2020 11:30","BZN|NL","8945.66","8977.82"
"26/07/2020 11:30 - 26/07/2020 11:45","BZN|NL","8937.69","8903.29"
"26/07/2020 11:45 - 26/07/2020 12:00","BZN|NL","8887.72","8867.09"
"26/07/2020 12:00 - 26/07/2020 12:15","BZN|NL","8853.17","8831.86"
"26/07/2020 12:15 - 26/07/2020 12:30","BZN|NL","8823.76","8760.11"
"26/07/2020 12:30 - 26/07/2020 12:45","BZN|NL","8777.20","8676.86"
"26/07/2020 12:45 - 26/07/2020 13:00","BZN|NL","8717.05","8581.57"
"26/07/2020 13:00 - 26/07/2020 13:15","BZN|NL","8726.43","8504.35"
"26/07/2020 13:15 - 26/07/2020 13:30","BZN|NL","8628.08","8402.24"
"26/07/2020 13:30 - 26/07/2020 13:45","BZN|NL","8629.57","8323.49"
"26/07/2020 13:45 - 26/07/2020 14:00","BZN|NL","8623.46","8267.42"
"26/07/2020 14:00 - 26/07/2020 14:15","BZN|NL","8573.85","8253.36"
"26/07/2020 14:15 - 26/07/2020 14:30","BZN|NL","8519.73","8247.20"
"26/07/2020 14:30 - 26/07/2020 14:45","BZN|NL","8515.67","8236.83"
"26/07/2020 14:45 - 26/07/2020 15:00","BZN|NL","8538.21","8216.18"
"26/07/2020 15:00 - 26/07/2020 15:15","BZN|NL","8520.36","8247.75"
"26/07/2020 15:15 - 26/07/2020 15:30","BZN|NL","8565.10","8331.09"
"26/07/2020 15:30 - 26/07/2020 15:45","BZN|NL","8604.01","8398.79"
"26/07/2020 15:45 - 26/07/2020 16:00","BZN|NL","8663.15","8455.33"
"26/07/2020 16:00 - 26/07/2020 16:15","BZN|NL","8642.04","8506.52"
"26/07/2020 16:15 - 26/07/2020 16:30","BZN|NL","8694.89","8604.19"
"26/07/2020 16:30 - 26/07/2020 16:45","BZN|NL","8879.63","8779.09"
"26/07/2020 16:45 - 26/07/2020 17:00","BZN|NL","9016.02","8986.08"
"26/07/2020 17:00 - 26/07/2020 17:15","BZN|NL","9247.38","9257.11"
"26/07/2020 17:15 - 26/07/2020 17:30","BZN|NL","9443.11","9619.25"
"26/07/2020 17:30 - 26/07/2020 17:45","BZN|NL","9715.75","9951.28"
"26/07/2020 17:45 - 26/07/2020 18:00","BZN|NL","9984.25","10230.41"
"26/07/2020 18:00 - 26/07/2020 18:15","BZN|NL","10148.95","10447.47"
"26/07/2020 18:15 - 26/07/2020 18:30","BZN|NL","10294.90","10643.15"
"26/07/2020 18:30 - 26/07/2020 18:45","BZN|NL","10379.13","10798.41"
"26/07/2020 18:45 - 26/07/2020 19:00","BZN|NL","10445.94","10943.88"
"26/07/2020 19:00 - 26/07/2020 19:15","BZN|NL","10588.73","11114.64"
"26/07/2020 19:15 - 26/07/2020 19:30","BZN|NL","10692.17","11334.94"
"26/07/2020 19:30 - 26/07/2020 19:45","BZN|NL","10826.19","11559.53"
"26/07/2020 19:45 - 26/07/2020 20:00","BZN|NL","10924.93","11754.44"
"26/07/2020 20:00 - 26/07/2020 20:15","BZN|NL","11011.99","11923.80"
"26/07/2020 20:15 - 26/07/2020 20:30","BZN|NL","11136.18","12046.90"
"26/07/2020 20:30 - 26/07/2020 20:45","BZN|NL","11184.99","12180.30"
"26/07/2020 20:45 - 26/07/2020 21:00","BZN|NL","11227.66","12271.92"
"26/07/2020 21:00 - 26/07/2020 21:15","BZN|NL","11242.92","12318.22"
"26/07/2020 21:15 - 26/07/2020 21:30","BZN|NL","11328.71","12362.91"
"26/07/2020 21:30 - 26/07/2020 21:45","BZN|NL","11334.05","12411.64"
"26/07/2020 21:45 - 26/07/2020 22:00","BZN|NL","11478.22","12453.90"
"26/07/2020 22:00 - 26/07/2020 22:15","BZN|NL","11607.39","12526.54"
"26/07/2020 22:15 - 26/07/2020 22:30","BZN|NL","11595.97","12614.98"
"26/07/2020 22:30 - 26/07/2020 22:45","BZN|NL","11513.83","12650.68"
"26/07/2020 22:45 - 26/07/2020 23:00","BZN|NL","11423.49","12609.62"
"26/07/2020 23:00 - 26/07/2020 23:15","BZN|NL","11257.64","12531.07"
"26/07/2020 23:15 - 26/07/2020 23:30","BZN|NL","11144.46","12445.67"
"26/07/2020 23:30 - 26/07/2020 23:45","BZN|NL","11027.84","12295.80"
"26/07/2020 23:45 - 27/07/2020 00:00","BZN|NL","10830.65","12136.61"
"27/07/2020 00:00 - 27/07/2020 00:15","BZN|NL","10709.57","12051.07"
"27/07/2020 00:15 - 27/07/2020 00:30","BZN|NL","10575.15","11991.92"
"27/07/2020 00:30 - 27/07/2020 00:45","BZN|NL","10410.35","11934.18"
"27/07/2020 00:45 - 27/07/2020 01:00","BZN|NL","10310.55","11836.48"
"27/07/2020 01:00 - 27/07/2020 01:15","BZN|NL","10220.53","11715.35"
"27/07/2020 01:15 - 27/07/2020 01:30","BZN|NL","10104.90","11616.60"
"27/07/2020 01:30 - 27/07/2020 01:45","BZN|NL","10045.86","11553.81"
"27/07/2020 01:45 - 27/07/2020 02:00","BZN|NL","9986.72","11476.58"
"27/07/2020 02:00 - 27/07/2020 02:15","BZN|NL","9925.10","11414.18"
"27/07/2020 02:15 - 27/07/2020 02:30","BZN|NL","9910.33","11368.57"
"27/07/2020 02:30 - 27/07/2020 02:45","BZN|NL","9854.15","11319.73"
"27/07/2020 02:45 - 27/07/2020 03:00","BZN|NL","9837.19","11280.37"
"27/07/2020 03:00 - 27/07/2020 03:15","BZN|NL","9839.80","11267.26"
"27/07/2020 03:15 - 27/07/2020 03:30","BZN|NL","9797.90","11284.78"
"27/07/2020 03:30 - 27/07/2020 03:45","BZN|NL","9809.11","11271.42"
"27/07/2020 03:45 - 27/07/2020 04:00","BZN|NL","9783.10","11253.93"
"27/07/2020 04:00 - 27/07/2020 04:15","BZN|NL","9819.43","11244.38"
"27/07/2020 04:15 - 27/07/2020 04:30","BZN|NL","9809.57","11260.07"
"27/07/2020 04:30 - 27/07/2020 04:45","BZN|NL","9853.44","11286.15"
"27/07/2020 04:45 - 27/07/2020 05:00","BZN|NL","9849.81","11296.76"
"27/07/2020 05:00 - 27/07/2020 05:15","BZN|NL","9999.85","11356.02"
"27/07/2020 05:15 - 27/07/2020 05:30","BZN|NL","10058.50","11439.61"
"27/07/2020 05:30 - 27/07/2020 05:45","BZN|NL","10161.65","11491.54"
"27/07/2020 05:45 - 27/07/2020 06:00","BZN|NL","10203.11","11538.71"
"27/07/2020 06:00 - 27/07/2020 06:15","BZN|NL","10434.29","11652.25"
"27/07/2020 06:15 - 27/07/2020 06:30","BZN|NL","10608.00","11819.33"
"27/07/2020 06:30 - 27/07/2020 06:45","BZN|NL","10750.35","11950.99"
"27/07/2020 06:45 - 27/07/2020 07:00","BZN|NL","10898.04","12039.79"
"27/07/2020 07:00 - 27/07/2020 07:15","BZN|NL","11159.83","12122.35"
"27/07/2020 07:15 - 27/07/2020 07:30","BZN|NL","11394.07","12203.58"
"27/07/2020 07:30 - 27/07/2020 07:45","BZN|NL","11605.59","12278.27"
"27/07/2020 07:45 - 27/07/2020 08:00","BZN|NL","11773.22","12295.69"
"27/07/2020 08:00 - 27/07/2020 08:15","BZN|NL","11989.78","12282.08"
"27/07/2020 08:15 - 27/07/2020 08:30","BZN|NL","12186.87","12234.08"
"27/07/2020 08:30 - 27/07/2020 08:45","BZN|NL","12298.85","12167.59"
"27/07/2020 08:45 - 27/07/2020 09:00","BZN|NL","12431.11","12055.01"
"27/07/2020 09:00 - 27/07/2020 09:15","BZN|NL","12493.39","11929.18"
"27/07/2020 09:15 - 27/07/2020 09:30","BZN|NL","12487.79","11813.48"
"27/07/2020 09:30 - 27/07/2020 09:45","BZN|NL","12471.79","11610.77"
"27/07/2020 09:45 - 27/07/2020 10:00","BZN|NL","12418.27","11420.87"
"27/07/2020 10:00 - 27/07/2020 10:15","BZN|NL","12418.40","11279.31"
"27/07/2020 10:15 - 27/07/2020 10:30","BZN|NL","12334.67","11154.70"
"27/07/2020 10:30 - 27/07/2020 10:45","BZN|NL","12284.04","11012.46"
"27/07/2020 10:45 - 27/07/2020 11:00","BZN|NL","12314.81","10883.86"
"27/07/2020 11:00 - 27/07/2020 11:15","BZN|NL","12280.42","10769.63"
"27/07/2020 11:15 - 27/07/2020 11:30","BZN|NL","12225.10","10626.87"
"27/07/2020 11:30 - 27/07/2020 11:45","BZN|NL","12182.86","10522.11"
"27/07/2020 11:45 - 27/07/2020 12:00","BZN|NL","12138.71","10489.17"
"27/07/2020 12:00 - 27/07/2020 12:15","BZN|NL","12156.14","10396.00"
"27/07/2020 12:15 - 27/07/2020 12:30","BZN|NL","12205.97","10296.41"
"27/07/2020 12:30 - 27/07/2020 12:45","BZN|NL","12148.03","10269.52"
"27/07/2020 12:45 - 27/07/2020 13:00","BZN|NL","12240.63","10149.21"
"27/07/2020 13:00 - 27/07/2020 13:15","BZN|NL","12395.08","10093.90"
"27/07/2020 13:15 - 27/07/2020 13:30","BZN|NL","12454.64","10118.36"
"27/07/2020 13:30 - 27/07/2020 13:45","BZN|NL","12483.17","10133.65"
"27/07/2020 13:45 - 27/07/2020 14:00","BZN|NL","12444.33","10109.83"
"27/07/2020 14:00 - 27/07/2020 14:15","BZN|NL","12349.24","10122.67"
"27/07/2020 14:15 - 27/07/2020 14:30","BZN|NL","12251.98","10131.67"
"27/07/2020 14:30 - 27/07/2020 14:45","BZN|NL","12098.12","10099.11"
"27/07/2020 14:45 - 27/07/2020 15:00","BZN|NL","12000.38","10080.90"
"27/07/2020 15:00 - 27/07/2020 15:15","BZN|NL","11945.77","10095.78"
"27/07/2020 15:15 - 27/07/2020 15:30","BZN|NL","11873.73","10144.63"
"27/07/2020 15:30 - 27/07/2020 15:45","BZN|NL","11793.27","10224.01"
"27/07/2020 15:45 - 27/07/2020 16:00","BZN|NL","11734.77","10269.82"
"27/07/2020 16:00 - 27/07/2020 16:15","BZN|NL","11729.17","10348.41"
"27/07/2020 16:15 - 27/07/2020 16:30","BZN|NL","11857.27","10458.63"
"27/07/2020 16:30 - 27/07/2020 16:45","BZN|NL","11990.62","10639.34"
"27/07/2020 16:45 - 27/07/2020 17:00","BZN|NL","12120.67","10837.03"
"27/07/2020 17:00 - 27/07/2020 17:15","BZN|NL","12187.85","11122.79"
"27/07/2020 17:15 - 27/07/2020 17:30","BZN|NL","12378.19","11429.87"
"27/07/2020 17:30 - 27/07/2020 17:45","BZN|NL","12546.29","11728.37"
"27/07/2020 17:45 - 27/07/2020 18:00","BZN|NL","12579.21","11908.04"
"27/07/2020 18:00 - 27/07/2020 18:15","BZN|NL","12487.17","11984.44"
"27/07/2020 18:15 - 27/07/2020 18:30","BZN|NL","12329.18","11995.34"
"27/07/2020 18:30 - 27/07/2020 18:45","BZN|NL","12374.55","12119.26"
"27/07/2020 18:45 - 27/07/2020 19:00","BZN|NL","12460.83","12250.26"
"27/07/2020 19:00 - 27/07/2020 19:15","BZN|NL","12425.51","12421.23"
"27/07/2020 19:15 - 27/07/2020 19:30","BZN|NL","12469.65","12657.76"
"27/07/2020 19:30 - 27/07/2020 19:45","BZN|NL","12500.14","12866.06"
"27/07/2020 19:45 - 27/07/2020 20:00","BZN|NL","12480.05","13030.19"
"27/07/2020 20:00 - 27/07/2020 20:15","BZN|NL","12524.30","13224.64"
"27/07/2020 20:15 - 27/07/2020 20:30","BZN|NL","12546.34","13411.37"
"27/07/2020 20:30 - 27/07/2020 20:45","BZN|NL","12557.80","13566.12"
"27/07/2020 20:45 - 27/07/2020 21:00","BZN|NL","12586.19","13673.61"
"27/07/2020 21:00 - 27/07/2020 21:15","BZN|NL","12549.59","13739.26"
"27/07/2020 21:15 - 27/07/2020 21:30","BZN|NL","12485.39","13775.24"
"27/07/2020 21:30 - 27/07/2020 21:45","BZN|NL","12472.24","13749.96"
"27/07/2020 21:45 - 27/07/2020 22:00","BZN|NL","12560.80","13734.42"
"27/07/2020 22:00 - 27/07/2020 22:15","BZN|NL","12530.44","13809.47"
"27/07/2020 22:15 - 27/07/2020 22:30","BZN|NL","12426.78","13918.46"
"27/07/2020 22:30 - 27/07/2020 22:45","BZN|NL","12260.85","13973.70"
"27/07/2020 22:45 - 27/07/2020 23:00","BZN|NL","12132.83","13894.91"
"27/07/2020 23:00 - 27/07/2020 23:15","BZN|NL","12043.61","13790.13"
"27/07/2020 23:15 - 27/07/2020 23:30","BZN|NL","11932.32","13727.52"
"27/07/2020 23:30 - 27/07/2020 23:45","BZN|NL","11721.39","13595.13"
"27/07/2020 23:45 - 28/07/2020 00:00","BZN|NL","11559.05","13405.63"
"28/07/2020 00:00 - 28/07/2020 00:15","BZN|NL","11299.35","13231.41"
"28/07/2020 00:15 - 28/07/2020 00:30","BZN|NL","11200.20","13080.63"
"28/07/2020 00:30 - 28/07/2020 00:45","BZN|NL","11040.11","12942.33"
"28/07/2020 00:45 - 28/07/2020 01:00","BZN|NL","10891.81","12802.31"
"28/07/2020 01:00 - 28/07/2020 01:15","BZN|NL","10773.27","12681.71"
"28/07/2020 01:15 - 28/07/2020 01:30","BZN|NL","10669.40","12568.89"
"28/07/2020 01:30 - 28/07/2020 01:45","BZN|NL","10582.48","12454.90"
"28/07/2020 01:45 - 28/07/2020 02:00","BZN|NL","10484.70","12332.17"
"28/07/2020 02:00 - 28/07/2020 02:15","BZN|NL","10434.85","12273.16"
"28/07/2020 02:15 - 28/07/2020 02:30","BZN|NL","10386.25","12220.81"
"28/07/2020 02:30 - 28/07/2020 02:45","BZN|NL","10359.14","12157.30"
"28/07/2020 02:45 - 28/07/2020 03:00","BZN|NL","10330.07","12117.95"
"28/07/2020 03:00 - 28/07/2020 03:15","BZN|NL","10323.80","12097.13"
"28/07/2020 03:15 - 28/07/2020 03:30","BZN|NL","10300.97","12079.68"
"28/07/2020 03:30 - 28/07/2020 03:45","BZN|NL","10246.28","12033.53"
"28/07/2020 03:45 - 28/07/2020 04:00","BZN|NL","10215.46","12006.69"
"28/07/2020 04:00 - 28/07/2020 04:15","BZN|NL","10257.02","12003.79"
"28/07/2020 04:15 - 28/07/2020 04:30","BZN|NL","10276.29","12014.59"
"28/07/2020 04:30 - 28/07/2020 04:45","BZN|NL","10285.23","12012.24"
"28/07/2020 04:45 - 28/07/2020 05:00","BZN|NL","10307.55","12024.74"
"28/07/2020 05:00 - 28/07/2020 05:15","BZN|NL","10406.65","12078.04"
"28/07/2020 05:15 - 28/07/2020 05:30","BZN|NL","10492.87","12114.08"
"28/07/2020 05:30 - 28/07/2020 05:45","BZN|NL","10573.12","12136.55"
"28/07/2020 05:45 - 28/07/2020 06:00","BZN|NL","10590.91","12181.39"
"28/07/2020 06:00 - 28/07/2020 06:15","BZN|NL","10812.98","12254.65"
"28/07/2020 06:15 - 28/07/2020 06:30","BZN|NL","10977.97","12404.30"
"28/07/2020 06:30 - 28/07/2020 06:45","BZN|NL","11142.77","12554.56"
"28/07/2020 06:45 - 28/07/2020 07:00","BZN|NL","11219.73","12632.97"
"28/07/2020 07:00 - 28/07/2020 07:15","BZN|NL","11390.12","12718.29"
"28/07/2020 07:15 - 28/07/2020 07:30","BZN|NL","11527.43","12857.41"
"28/07/2020 07:30 - 28/07/2020 07:45","BZN|NL","11596.53","12976.59"
"28/07/2020 07:45 - 28/07/2020 08:00","BZN|NL","11653.67","13064.13"
"28/07/2020 08:00 - 28/07/2020 08:15","BZN|NL","11699.58","13126.06"
"28/07/2020 08:15 - 28/07/2020 08:30","BZN|NL","11704.63","13103.42"
"28/07/2020 08:30 - 28/07/2020 08:45","BZN|NL","11664.48","13051.54"
"28/07/2020 08:45 - 28/07/2020 09:00","BZN|NL","11644.66","13004.33"
"28/07/2020 09:00 - 28/07/2020 09:15","BZN|NL","11611.70","12933.87"
"28/07/2020 09:15 - 28/07/2020 09:30","BZN|NL","11566.17","12833.04"
"28/07/2020 09:30 - 28/07/2020 09:45","BZN|NL","11476.61","12709.17"
"28/07/2020 09:45 - 28/07/2020 10:00","BZN|NL","11448.89","12600.75"
"28/07/2020 10:00 - 28/07/2020 10:15","BZN|NL","11420.70","12524.28"
"28/07/2020 10:15 - 28/07/2020 10:30","BZN|NL","11412.72","12441.96"
"28/07/2020 10:30 - 28/07/2020 10:45","BZN|NL","11350.39","12350.15"
"28/07/2020 10:45 - 28/07/2020 11:00","BZN|NL","11305.96","12303.56"
"28/07/2020 11:00 - 28/07/2020 11:15","BZN|NL","11319.84","12257.21"
"28/07/2020 11:15 - 28/07/2020 11:30","BZN|NL","11278.94","12219.42"
"28/07/2020 11:30 - 28/07/2020 11:45","BZN|NL","11267.11","12187.89"
"28/07/2020 11:45 - 28/07/2020 12:00","BZN|NL","11351.31","12119.43"
"28/07/2020 12:00 - 28/07/2020 12:15","BZN|NL","11346.38","12064.57"
"28/07/2020 12:15 - 28/07/2020 12:30","BZN|NL","11214.83","12036.07"
"28/07/2020 12:30 - 28/07/2020 12:45","BZN|NL","11116.97","12013.90"
"28/07/2020 12:45 - 28/07/2020 13:00","BZN|NL","11081.41","11824.79"
"28/07/2020 13:00 - 28/07/2020 13:15","BZN|NL","11106.34","11817.21"
"28/07/2020 13:15 - 28/07/2020 13:30","BZN|NL","11034.09","11925.54"
"28/07/2020 13:30 - 28/07/2020 13:45","BZN|NL","10995.90","11946.65"
"28/07/2020 13:45 - 28/07/2020 14:00","BZN|NL","10948.55","11870.92"
"28/07/2020 14:00 - 28/07/2020 14:15","BZN|NL","10868.27","11823.32"
"28/07/2020 14:15 - 28/07/2020 14:30","BZN|NL","10913.23","11800.05"
"28/07/2020 14:30 - 28/07/2020 14:45","BZN|NL","10902.21","11791.15"
"28/07/2020 14:45 - 28/07/2020 15:00","BZN|NL","10983.73","11839.20"
"28/07/2020 15:00 - 28/07/2020 15:15","BZN|NL","10964.53","11836.11"
"28/07/2020 15:15 - 28/07/2020 15:30","BZN|NL","10985.63","11839.99"
"28/07/2020 15:30 - 28/07/2020 15:45","BZN|NL","11041.02","10348.89"
"28/07/2020 15:45 - 28/07/2020 16:00","BZN|NL","11139.44","11916.24"
"28/07/2020 16:00 - 28/07/2020 16:15","BZN|NL","11158.53","11972.53"
"28/07/2020 16:15 - 28/07/2020 16:30","BZN|NL","11269.73","12028.37"
"28/07/2020 16:30 - 28/07/2020 16:45","BZN|NL","11392.10","12123.53"
"28/07/2020 16:45 - 28/07/2020 17:00","BZN|NL","11526.58","12289.50"
"28/07/2020 17:00 - 28/07/2020 17:15","BZN|NL","11662.03","12530.31"
"28/07/2020 17:15 - 28/07/2020 17:30","BZN|NL","11901.77","12775.83"
"28/07/2020 17:30 - 28/07/2020 17:45","BZN|NL","12081.47","12991.17"
"28/07/2020 17:45 - 28/07/2020 18:00","BZN|NL","12278.49","13204.07"
"28/07/2020 18:00 - 28/07/2020 18:15","BZN|NL","12156.38","13223.25"
"28/07/2020 18:15 - 28/07/2020 18:30","BZN|NL","12080.17","13107.06"
"28/07/2020 18:30 - 28/07/2020 18:45","BZN|NL","12097.94","13093.12"
"28/07/2020 18:45 - 28/07/2020 19:00","BZN|NL","12107.73","13142.86"
"28/07/2020 19:00 - 28/07/2020 19:15","BZN|NL","12109.22","13192.26"
"28/07/2020 19:15 - 28/07/2020 19:30","BZN|NL","12141.19","13231.75"
"28/07/2020 19:30 - 28/07/2020 19:45","BZN|NL","12151.87","13351.74"
"28/07/2020 19:45 - 28/07/2020 20:00","BZN|NL","12213.42","13464.54"
"28/07/2020 20:00 - 28/07/2020 20:15","BZN|NL","12251.58","13599.28"
"28/07/2020 20:15 - 28/07/2020 20:30","BZN|NL","12254.20","13717.23"
"28/07/2020 20:30 - 28/07/2020 20:45","BZN|NL","12279.40","13780.67"
"28/07/2020 20:45 - 28/07/2020 21:00","BZN|NL","12226.77","13811.10"
"28/07/2020 21:00 - 28/07/2020 21:15","BZN|NL","12206.73","13820.19"
"28/07/2020 21:15 - 28/07/2020 21:30","BZN|NL","12262.44","13828.96"
"28/07/2020 21:30 - 28/07/2020 21:45","BZN|NL","12254.45","13839.78"
"28/07/2020 21:45 - 28/07/2020 22:00","BZN|NL","12356.34","13844.06"
"28/07/2020 22:00 - 28/07/2020 22:15","BZN|NL","12299.44","13873.72"
"28/07/2020 22:15 - 28/07/2020 22:30","BZN|NL","12246.81","13945.75"
"28/07/2020 22:30 - 28/07/2020 22:45","BZN|NL","12110.43","13957.21"
"28/07/2020 22:45 - 28/07/2020 23:00","BZN|NL","11952.89","13823.31"
"28/07/2020 23:00 - 28/07/2020 23:15","BZN|NL","11911.83","13716.55"
"28/07/2020 23:15 - 28/07/2020 23:30","BZN|NL","11821.68","13626.90"
"28/07/2020 23:30 - 28/07/2020 23:45","BZN|NL","11658.97","13466.62"
"28/07/2020 23:45 - 29/07/2020 00:00","BZN|NL","11464.21","13289.68"
"29/07/2020 00:00 - 29/07/2020 00:15","BZN|NL","11343.16","12654.60"
"29/07/2020 00:15 - 29/07/2020 00:30","BZN|NL","11176.90","12512.02"
"29/07/2020 00:30 - 29/07/2020 00:45","BZN|NL","11056.61","12370.53"
"29/07/2020 00:45 - 29/07/2020 01:00","BZN|NL","10899.83","12231.74"
"29/07/2020 01:00 - 29/07/2020 01:15","BZN|NL","10761.37","12100.26"
"29/07/2020 01:15 - 29/07/2020 01:30","BZN|NL","10678.96","11971.97"
"29/07/2020 01:30 - 29/07/2020 01:45","BZN|NL","10564.50","11894.22"
"29/07/2020 01:45 - 29/07/2020 02:00","BZN|NL","10440.76","11810.67"
"29/07/2020 02:00 - 29/07/2020 02:15","BZN|NL","10415.40","11756.60"
"29/07/2020 02:15 - 29/07/2020 02:30","BZN|NL","10249.81","11712.09"
"29/07/2020 02:30 - 29/07/2020 02:45","BZN|NL","10245.63","11658.05"
"29/07/2020 02:45 - 29/07/2020 03:00","BZN|NL","10205.71","11628.85"
"29/07/2020 03:00 - 29/07/2020 03:15","BZN|NL","10236.48","11591.84"
"29/07/2020 03:15 - 29/07/2020 03:30","BZN|NL","10230.34","11560.42"
"29/07/2020 03:30 - 29/07/2020 03:45","BZN|NL","10161.78","11513.46"
"29/07/2020 03:45 - 29/07/2020 04:00","BZN|NL","10181.32","11479.99"
"29/07/2020 04:00 - 29/07/2020 04:15","BZN|NL","10176.68","11497.06"
"29/07/2020 04:15 - 29/07/2020 04:30","BZN|NL","10183.63","11520.60"
"29/07/2020 04:30 - 29/07/2020 04:45","BZN|NL","10211.80","11535.59"
"29/07/2020 04:45 - 29/07/2020 05:00","BZN|NL","10174.01","11542.26"
"29/07/2020 05:00 - 29/07/2020 05:15","BZN|NL","10305.89","11586.84"
"29/07/2020 05:15 - 29/07/2020 05:30","BZN|NL","10366.93","11654.39"
"29/07/2020 05:30 - 29/07/2020 05:45","BZN|NL","10415.05","11694.78"
"29/07/2020 05:45 - 29/07/2020 06:00","BZN|NL","10448.95","11751.38"
"29/07/2020 06:00 - 29/07/2020 06:15","BZN|NL","10632.71","11899.72"
"29/07/2020 06:15 - 29/07/2020 06:30","BZN|NL","10764.57","12062.25"
"29/07/2020 06:30 - 29/07/2020 06:45","BZN|NL","10846.29","12204.49"
"29/07/2020 06:45 - 29/07/2020 07:00","BZN|NL","10879.57","12319.11"
"29/07/2020 07:00 - 29/07/2020 07:15","BZN|NL","11026.59","12456.05"
"29/07/2020 07:15 - 29/07/2020 07:30","BZN|NL","11127.76","12558.21"
"29/07/2020 07:30 - 29/07/2020 07:45","BZN|NL","11210.31","12705.70"
"29/07/2020 07:45 - 29/07/2020 08:00","BZN|NL","11274.42","12804.09"
"29/07/2020 08:00 - 29/07/2020 08:15","BZN|NL","11337.65","12870.98"
"29/07/2020 08:15 - 29/07/2020 08:30","BZN|NL","11361.60","12890.24"
"29/07/2020 08:30 - 29/07/2020 08:45","BZN|NL","11382.36","12883.83"
"29/07/2020 08:45 - 29/07/2020 09:00","BZN|NL","11378.15","12890.61"
"29/07/2020 09:00 - 29/07/2020 09:15","BZN|NL","11431.13","12862.17"
"29/07/2020 09:15 - 29/07/2020 09:30","BZN|NL","11504.35","12771.37"
"29/07/2020 09:30 - 29/07/2020 09:45","BZN|NL","11487.88","12712.27"
"29/07/2020 09:45 - 29/07/2020 10:00","BZN|NL","11542.47","12685.55"
"29/07/2020 10:00 - 29/07/2020 10:15","BZN|NL","11507.23","12668.65"
"29/07/2020 10:15 - 29/07/2020 10:30","BZN|NL","11479.09","12590.53"
"29/07/2020 10:30 - 29/07/2020 10:45","BZN|NL","11503.89","12489.23"
"29/07/2020 10:45 - 29/07/2020 11:00","BZN|NL","11441.93","12416.87"
"29/07/2020 11:00 - 29/07/2020 11:15","BZN|NL","11474.38","12400.78"
"29/07/2020 11:15 - 29/07/2020 11:30","BZN|NL","11352.91","12330.97"
"29/07/2020 11:30 - 29/07/2020 11:45","BZN|NL","11374.99","12256.67"
"29/07/2020 11:45 - 29/07/2020 12:00","BZN|NL","11314.45","12180.34"
"29/07/2020 12:00 - 29/07/2020 12:15","BZN|NL","11297.47","12159.83"
"29/07/2020 12:15 - 29/07/2020 12:30","BZN|NL","11274.10","12085.98"
"29/07/2020 12:30 - 29/07/2020 12:45","BZN|NL","11131.08","11990.12"
"29/07/2020 12:45 - 29/07/2020 13:00","BZN|NL","11051.44","11943.33"
"29/07/2020 13:00 - 29/07/2020 13:15","BZN|NL","11055.61","11907.18"
"29/07/2020 13:15 - 29/07/2020 13:30","BZN|NL","10982.52","11888.59"
"29/07/2020 13:30 - 29/07/2020 13:45","BZN|NL","10913.15","11840.03"
"29/07/2020 13:45 - 29/07/2020 14:00","BZN|NL","10839.29","11801.67"
